barcode01,150
barcode02,150
barcode03,150
barcode04,150
barcode05,173
barcode06,173
barcode07,173
barcode08,173
barcode09,247
barcode10,247
barcode11,247
barcode12,247
barcode13,275
barcode14,275
barcode15,275
barcode16,275
barcode17,88
barcode18,88
barcode19,88
barcode20,88
barcode21,173
barcode22,247
barcode23,275
barcode24,150
